name,long,lat
Telok Blangah Depot Heights RC,103.811571536842,1.28054679594446
Teban Vista RN,103.738518391814,1.32378354829854
Buona Vista Commonwealth Crescent RC,103.799976945576,1.30795874923664
Clementi Avenue 2 RC,103.769854783022,1.31349291565233
Dakota (Mountbatten) RC,103.888505582146,1.3072853386231
Farrer Gardens RC,103.808061968709,1.31883225067726
Jalan Besar Bendemeer RC,103.86140380381,1.31817642143809
Joo Seng (Geylang Serai) RC,103.880231508421,1.33550131541385
Bukit Batok East Jurong East View RC,103.741941860732,1.33719146952328
Kampong Chai Chee Ruby Heights RN,103.936343487973,1.33001010771896
Kampong Glam Beach Road RC,103.862781483142,1.30431042057049
Keat Hong Axis-Colours RC,103.745170892603,1.37604417474385
Kebun Baru View RC,103.835766570784,1.37127864296719
Kolam Ayer Whampoa South RC,103.866786879198,1.32112027532075
Old Airport (Mountbatten) RC,103.884678208212,1.31004799754599
Pine Close (Mountbatten) RC,103.882688424946,1.30704305553309
Ping Yi Greens RC,103.923848195883,1.32687043732513
Ping An RC,103.920738194528,1.32510871581046
Ping Yi Garden RC,103.922415811731,1.32930431088664
Queenstown Strathmore Avenue Zone RC,103.807789237891,1.29380260098577
Redhill Gardens RC,103.81943493767,1.28742209967026
Tampines North SunPlaza RC,103.947308957507,1.35827221167503
Tanjong Rhu (Mountbatten) RC,103.883694828827,1.30082885446221
Yew Tee Zone '10' RC,103.748997450018,1.3978267953659
Bishan North Zone '4' RC,103.843324416914,1.35898310313404
Everspring RN,103.850122717054,1.42763782271387
Kampong Chai Chee Bedok Town Centre RN,103.927990983361,1.32565627838486
Kampong Chai Chee Garden Hill RN,103.92889375729,1.32868928731424
Kampong Chai Chee Linear Green RN,103.934772221994,1.32520370991927
Kampong Chai Chee Rainbow Ville RN,103.933926943291,1.32937491911239
Longvale RN,103.93582197693,1.33655000875481
Matilda RN,103.895494118351,1.40235850273563
Pasir Ris Zone '1' RN,103.954870575073,1.36892656893478
Pasir Ris Zone '10' RN,103.959056955263,1.36624733181184
Pasir Ris Zone '11' RN,103.962078615696,1.36226594574083
Pasir Ris Zone '2' RN,103.955451675242,1.37193961910318
Pasir Ris Zone '20' RN,103.954864285149,1.36956993074855
Pasir Ris Zone '3' RN,103.95963742037,1.37141487858352
Pasir Ris Zone '4' RN,103.960557827667,1.37360345345974
Pasir Ris Zone '7' RN,103.962287770446,1.36630332038319
Pasir Ris Zone '8' RN,103.961722376679,1.37101229693268
Pasir Ris Zone '9' RN,103.9624580243,1.37073378688977
Punggol Cascadia RN,103.898407771219,1.40890165160639
Punggol CloverCrest RN,103.902910898023,1.39877826808137
Punggol Jewel RN,103.896616090591,1.40479713290427
Punggol SapphiRes RN,103.898358930385,1.40331377225975
Punggol Seas RN,103.899613560858,1.40076048643597
Punggol Suncress RC,103.917348689222,1.40077122049904
Sembawang Zone 'F' RN,103.805163552991,1.44593377163327
Taman Jurong Zone 'G' RN,103.724304153067,1.32841510658003
Teck Ghee Care RN,103.848396338892,1.36511766468525
Teck Ghee Vista RN,103.846310020067,1.36464744818549
The Peak RN,103.84479609873,1.33669264303253
Waterway RN,103.900906243443,1.40775424589744
Sengkang West Zone 'D' RC,103.886489262509,1.39029889319824
Bukit Panjang Zone '5' RC,103.770840740498,1.38092146226577
Jalan Besar Boon Keng Ville RC,103.870688917316,1.31526353059367
Kolam Ayer Geylang Bahru RC,103.868295292839,1.32364514235488
Woodgrove Zone '9' RC,103.77477428549,1.42886830899667
Kolam Ayer St George's East RC,103.862995085455,1.32372378936715
Teck Ghee Zone 'E' RC,103.854043383487,1.36494601115774
Teck Ghee Zone 'F' RC,103.84926484403,1.3679770427533
Teck Ghee Zone 'G' RC,103.859377200428,1.36701963539812
Teck Ghee Zone 'H' RC,103.856692412579,1.36408619045684
Teck Ghee Zone 'K' RC,103.840518888664,1.36558833435488
Yio Chu Kang Zone '1' RC,103.838150010666,1.36739611753333
Yio Chu Kang Zone '2' RC,103.84161807484,1.36880359095651
Yio Chu Kang Zone '3' RC,103.843437607309,1.36970225433654
Yio Chu Kang Zone '4' RC,103.846231528608,1.37109648927558
Yio Chu Kang Zone '5' RC,103.836736035053,1.37932777204249
Yio Chu Kang Zone '6' RC,103.83877665983,1.37746746842054
Cheng San Zone 'C' RC,103.854823106936,1.37056143696828
Punggol Meridian RC,103.907555604233,1.39579971735497
Punggol Oasis RC,103.908783681083,1.39831055136608
Punggol Oceanus RC,103.910880675524,1.3987520243871
Punggol Periwinkle RC,103.906485657684,1.40137200290519
Punggol Greendale RC,103.911433941747,1.39533466958016
Compassvale Aspella RC,103.894452831953,1.38291028525959
Compassvale Beacon RC,103.899291180216,1.38514491239347
Compassvale Gardens RC,103.896980391624,1.39259785071737
Hong Kah North Zone '8' RN,103.699782251278,1.34942545429356
Teban Gardens RN,103.73987253145,1.32184395752633
Marsiling Zone '4' RN,103.774921570434,1.43333327576465
Kolam Ayer Sims Vista RC,103.878383828735,1.31649948259963
Queenstown Mei Ling Zone RC,103.803699304842,1.29490306952103
Queenstown Queensway Zone RC,103.800026532515,1.29407333234124
Tampines-Changkat Zone '4' RN,103.952816065919,1.35001073882934
Tampines-Changkat Zone '5' RN,103.950427515109,1.34869181857355
Tampines Changkat Zone '8' RN,103.959873499831,1.35693800555856
Thomson Sin Ming Court RC,103.831431582827,1.35840616040987
Thomson Sin Ming Ville RC,103.837458615561,1.35533984325744
Toa Payoh Central Zone '1' RC,103.850524642663,1.3367462517811
Toa Payoh Central Zone '2' RC,103.850092887768,1.33390099562747
Admiralty Zone '4' RC,103.795127479031,1.42774540854702
Henderson CityVue RC,103.821889227589,1.28801714966464
Punggol BayVue RN,103.897761573529,1.41205709758138
Hong Kah North Zone '9' RN,103.703280489358,1.35286554900406
Kolam Ayer Kallang Bahru RC,103.868340800907,1.32036883993844
Cashew Zone '4' RC,103.764046026721,1.38249520442484
Sunset Way RC,103.770132359228,1.32368400388633
Ghim Moh Gardens RC,103.787432236811,1.30989225563029
Zhenghua-Greenridge RC,103.768439870828,1.38781352896245
Telok Blangah 'Blangah Square' RC,103.808639191757,1.2749107609609
Telok Blangah 'Blangah View' RC,103.80974464133,1.27349302836712
Tampines Spring RC,103.931478811435,1.35132607390816
Tampines Sunrise RC,103.937479925984,1.35617253659733
West Crest West Valley RN,103.741240006781,1.3527225805073
West Terra RN,103.743011113007,1.35276732484996
West Ridges RN,103.738704484591,1.3555681614266
Sengkang West Zone 'E' RC,103.877906067697,1.38923122623451
Sengkang West Zone 'F' RC,103.876330404049,1.39255039943925
Sengkang West Zone 'J' RC,103.87801040009,1.39745479177128
Sengkang West Zone 'K' RC,103.888065441497,1.3957171187151
Sengkang West Zone 'L' RC,103.888490158983,1.39857707107227
Sengkang West Zone 'N' RC,103.881104303961,1.39677176855867
Buona Vista Commonwealth Close RC,103.801041123691,1.30491413838402
Buona Vista Zone 'B' RC,103.795646465964,1.30796826387314
Buona Vista Zone 'C' RC,103.794443581197,1.30755591757783
Buona Vista Zone 'D' RC,103.794063126379,1.3090539417206
Buona Vista Commonwealth Drive RC,103.796581742159,1.30205877531336
Queenstown Hock San Zone RC,103.807000522532,1.28713355018091
Queenstown Lengkok Bahru Zone RC,103.811714121449,1.28748904632735
Rivervale Horizon RC,103.906157178196,1.39049646599624
Rivervale Spring RC,103.905022045791,1.38814105023846
Keat Hong Zone '7' RN,103.741578056586,1.38296497687575
Keat Hong Zone '8' RN,103.739234515509,1.38053535593485
Keat Hong Zone '9' RN,103.738349555023,1.37544981801546
Keat Hong Zone '10' RN,103.740360011578,1.37560094711041
Keat Hong Zone '11' RN,103.742970085198,1.37386467805143
Taman Jurong Zone 'A' RN,103.721043765052,1.32748325157873
Hong Kah North Zone '4' RN,103.747418528429,1.36312633507894
Hong Kah North Zone '5' RN,103.749152509272,1.36143857974173
Hong Kah North Zone '6' RN,103.751072299862,1.36002945468114
Hong Kah North Zone '7' RN,103.69960545014,1.34584119664431
Kebun Baru Bestari RC,103.834659051494,1.3694605442537
Kebun Baru Heights RC,103.837486064609,1.37193369333348
Kebun Baru Link RC,103.838123059584,1.37583826761627
Kebun Baru Spring RC,103.841947742203,1.37207664777918
Nee Soon Central Zone '1' RC,103.831727609197,1.42865837793036
Nee Soon Central Zone '2' RC,103.834284719319,1.42651074750178
Nee Soon Central Zone '3' RC,103.828835241504,1.42995455080229
Nee Soon Central Zone '4' RC,103.833049342749,1.42321417590668
Bedok Ixora RC,103.942265303387,1.3234358457363
Siglap East RC,103.944965235932,1.3196396832799
Siglap Lucky Valley RC,103.942732315687,1.32041601686604
Braddell Heights Zone 'A' RC,103.869821836395,1.35424006227483
Braddell Heights Zone 'B' RC,103.877326458902,1.34943810147456
Braddell Heights Zone 'C' RC,103.873842921812,1.34777895788513
Braddell Heights Zone 'D' RC,103.873298146744,1.3524382622265
Braddell Heights Zone 'E' RC,103.869408473871,1.35116857262919
Braddell Heights Zone 'F' RC,103.867164771,1.35284045358613
Eunos Crescent RC,103.902720518398,1.32228655263113
Bukit Batok East Zone '2' RC,103.756604731339,1.35025883873321
Bukit Batok East Zone '3' RC,103.759190092495,1.34926273754949
Clementi Heights RC,103.765863397977,1.31110331320662
Clementi Zone '1' RC,103.76783152583,1.31797800709953
Clementi Zone '2' RC,103.77093445547,1.31790851635071
Clementi Zone '3' RC,103.767487557448,1.31474029044638
Clementi Zone '4' RC,103.762860978505,1.31291218773843
Jurong Central Zone 'A' RC,103.725087234109,1.34809803362352
Jurong Central Zone 'B' RC,103.725435185028,1.35086328592063
Tampines Starlight RC,103.935913224064,1.35881239950179
Nee Soon South Zone 'G' RC,103.844227929951,1.41923753908492
Admiralty Zone '1' RC,103.789608918775,1.43160689316692
Admiralty Zone '2' RC,103.791063270074,1.43298242049881
Admiralty Zone '3' RC,103.795305887062,1.43185685203382
Eunos Zone '2' RN,103.914991050011,1.33182712339744
Eunos Zone '3' RN,103.915599326097,1.3339618615203
Eunos Zone '5' RN,103.906537917969,1.33167116992143
Eunos Zone '7' RN,103.909838953184,1.33056064961448
Eunos Zone '8' RN,103.913274279264,1.33390202634897
Kaki Bukit Bloom RC,103.925595840214,1.33082005747999
Kaki Bukit Green RC,103.929204542006,1.33108906112586
Kaki Bukit Park RC,103.926617408462,1.33269317781937
Kaki Bukit Ville RC,103.93238936638,1.3318799990539
Kaki Bukit Garden RC,103.929129823959,1.33421551578193
Paya Lebar Zone '1' RC,103.888783554134,1.35819556473604
Paya Lebar Zone '2' RC,103.891360578843,1.35493747404849
Paya Lebar Zone '3' RC,103.891722009899,1.35841118227064
Paya Lebar Zone '4' RC,103.891813269293,1.36378961472257
Paya Lebar Zone '5' RC,103.887727364285,1.35313871558187
Paya Lebar Zone '6' RC,103.882841648726,1.3522334240083
Paya Lebar Zone '7' RC,103.886329919539,1.35085298922493
Paya Lebar Zone '8' RC,103.880165369359,1.35221025247391
Boundary Ville RC,103.870259858506,1.35636400649066
Hwi Yoh Court RC,103.870263927825,1.37067352607975
Hwi Yoh Green RC,103.874813500291,1.36725606013586
Hwi Yoh Garden RC,103.872593551544,1.3669585067455
Serangoon Green RC,103.873140477486,1.35755257359307
Hougang Zone '1' RN,103.893184550959,1.36313720166914
Hougang Zone '2' RN,103.895490123271,1.36720841502808
Hougang Zone '3' RN,103.897820392229,1.36840582662017
Compassvale Green RC,103.90177795568,1.39634900961502
Compassvale Haven RC,103.899789900156,1.39224633251672
Compassvale Lodge RC,103.898595699761,1.3963297310227
Nee Soon South Zone ‘H’ RC,103.839839942086,1.41429103504261
Changi Simei Zone '3' RC,103.95720766669,1.34522275478146
Bukit Merah Central RC,103.814983313399,1.28391030593143
Kampong Tiong Bahru West RC,103.826086919831,1.27942670505052
Mt Faber Zone 'B' RC,103.819821920557,1.27655921055305
Redhill Rise RC,103.815878780107,1.28848092883068
Sengkang West Zone 'A' RC,103.889848761212,1.38742376289928
Sengkang West Zone 'B' RC,103.890675457222,1.39290848701227
Sengkang West Zone 'C' RC,103.889000196808,1.39333356931741
Toa Payoh Central Zone '3' RC,103.847631116183,1.33576224499197
Toa Payoh Central Zone '4' RC,103.847449360124,1.33901612149404
Covent-Indus RC,103.828690178432,1.29107461638082
Yio Chu Kang Zone '8' RC,103.842458369798,1.37991704240874
Yio Chu Kang Zone '9' RC,103.843763607539,1.37939517726746
Coral Heights RC,103.950422813522,1.36676412651249
Coral Ris RC,103.949169332019,1.36965311290305
Elias Rise RC,103.944756322317,1.37343253337772
Kebun Baru Grove RC,103.841230965706,1.37626066974614
Cheng San Zone 'B' RC,103.853906592757,1.36697081427661
Orchid Vista RN,103.847288237219,1.41960681953195
Yishun Clover RC,103.846523502778,1.42767562160128
Yishun Floral RC,103.846133065457,1.42233138881771
Kolam Ayer St George's West RC,103.861630808247,1.32340262668194
Kampong Glam Crawford RC,103.860869358915,1.30510417156738
Kampong Glam Kelantan RC,103.858221519767,1.30621515888786
Kampong Glam Rowell Court RC,103.854713903056,1.30743547598073
Kampong Glam Selegie RC,103.850709315997,1.30346095526547
Pinetree RC @ Sengkang South,103.887485098901,1.37827071922727
Kim Tian West RC,103.82564521967,1.28142028220053
Membina Court RC,103.825391035217,1.28362146312754
Silat RC,103.829955560902,1.27730542472353
Toa Payoh Central Zone '5' RC,103.845452865271,1.33220625020422
Toa Payoh Central Zone '6' RC,103.845054643988,1.331466009861
Toa Payoh East Zone '1' RC,103.855646806615,1.33950921284879
Casa Clementi RC,103.768637303114,1.30973330594899
Boon Lay Meadow-Grove RN,103.709733571512,1.34861716714115
Boon Lay Zone 'A' RN,103.713568354858,1.34658609503224
Kent Ville RC,103.851105564327,1.31675706317772
Jalan Besar Upper Boon Keng RC,103.871737015701,1.31312796725674
Toa Payoh View RC,103.84628120074,1.33980523483766
Jalan Besar King George's Ave RC,103.860792028619,1.30787507245699
Kampong Glam Bras Basah RC,103.853347536648,1.29685310048503
Kampong Glam Waterloo RC,103.853991014327,1.3009326729204
Chin Swee RC,103.842303345733,1.28623520720853
Hong Lim RC,103.845766168988,1.2852121886056
Whampoa Lorong Limau RC,103.854232131449,1.32502427502082
Bukit Purmei Zone 'A' RC,103.825328122484,1.27337412903551
Bukit Purmei Zone 'B' RC,103.825887193704,1.27507181641621
Mt Faber Zone 'A' RC,103.819220388691,1.27872402272436
Mt Faber Zone 'C' RC,103.822480998349,1.27351779954138
Sengkang West Zone M RC,103.879574317951,1.39001961656206
Buona Vista Zone 'E' RC,103.791925847137,1.31158064091665
Delta RC,103.810979217491,1.29399774708387
Cantonment Towers RC,103.840070262121,1.27447615929502
Seng Poh RC,103.831070847093,1.2839915903963
Tanjong Pagar Everton Park RC,103.83868224407,1.27667250424952
MacPherson Zone 'E' RC,103.886521328669,1.32337964322862
West Coast Green RC,103.762167772954,1.3057187217028
West Coast Heights RC,103.760411567916,1.31032015742878
Nee Soon South Zone 'A' RC,103.828966747113,1.42610182637331
Nee Soon South Zone 'B' RC,103.832765164695,1.4218391945757
Nee Soon South Zone 'C' RC,103.831345335489,1.41790066819696
Nee Soon South Zone 'D' RC,103.83464898566,1.41475961379508
Nee Soon South Zone 'E' RC,103.838515104987,1.41767034253203
Nee Soon South Zone 'F' RC,103.837338329361,1.41382331998926
Punggol Horizon RC,103.91091439013,1.40066201488313
Punggol Meadows RC,103.915845702066,1.39879750535572
Cheng San Zone 'D' RC,103.850157493124,1.37443139374983
Cheng San Zone 'E' RC,103.853421477337,1.36908945263026
Jalan Kayu Zone '1' RC,103.857022222551,1.37365123423889
Jalan Kayu Zone '2' RC,103.857854588548,1.3705776572827
Jalan Kayu Zone '3' RC,103.870146850078,1.37482522281205
Jalan Kayu Zone '4' RC,103.87339830095,1.37263475884295
Marine Crescent Ville RC,103.912123975887,1.30414963942651
Marine Drive Garden RC,103.908751964782,1.3030875552089
Marine Drive View RC,103.907440545317,1.30337333994455
Marine Terrace Breeze RC,103.9150670222,1.30371587900742
Marine Terrace Haven RC,103.915014012453,1.30530229047514
Marine Terrace Walk RC,103.917229045705,1.30456340613831
Compassvale Plains RC,103.898520290377,1.38986787851604
Compassvale Southgate RC,103.893923648496,1.38831310758384
Compassvale Villa RC,103.8975474119,1.38681828916719
Compassvale Vista RC,103.899719712927,1.38741262361066
Compassvale Ancilla RC,103.892986079995,1.38541559108858
Compassvale Helm RN,103.89055907185,1.38155184863031
Compassvale Cape RN,103.896376751348,1.39794630739546
Rivervale Court RC,103.900312365788,1.38349233371644
Rivervale Gardens RC,103.905111886694,1.38669087811166
Rivervale Grove RC,103.902192106811,1.38684495859723
Pioneer Zone '1' RN,103.706006659247,1.34083503450845
Pioneer Zone '11' RN,103.696648267445,1.34012982349545
Pioneer Zone '12' RN,103.696638818729,1.33689136709064
Pioneer Zone '3' RN,103.695614531822,1.33648744045624
Pioneer Zone '5' RN,103.707499682737,1.34065581150969
Pioneer Zone '6' RN,103.702784352722,1.33894640995608
Pioneer Zone '7' RN,103.704582921776,1.33654939680924
Pioneer Zone '8' RN,103.699425780014,1.33591314658689
Pioneer Zone '9' RN,103.700219203285,1.33925339612415
Pandan Gardens RN,103.747433144237,1.31900920513441
Teban Waterfront RN,103.737791109006,1.32307929245207
Yuhua Zone '1' RC,103.74022287906,1.34372175045737
Yuhua Zone '2' RC,103.741573205707,1.34106750636178
Yuhua Zone '3' RC,103.738985193362,1.33928625574287
Tampines Arcadia RC,103.937111721621,1.35207674351974
Tampines Courtview RC,103.933499184206,1.35670605826191
Tampines Greenvale RC,103.934383364035,1.35904159378304
Tampines Palmwalk RC,103.934535704098,1.35120564660676
Tampines Parkview RC,103.935900111025,1.35430306290678
Delta Avenue RC,103.827334528886,1.29169832774281
Havelock View RC,103.827679725668,1.28994618130307
Jalan Kukoh RC,103.839407064152,1.2873776185742
Rivervale Arc RC,103.909660431254,1.38949149935928
Rivervale Delta RC,103.906213100952,1.39177826642196
Ulu Pandan Zone 'A' RC,103.786331978026,1.30863562615782
Tampines East Zone '4' RN,103.949939715258,1.3537605319329
Tampines East Zone '5' RN,103.948635182301,1.34963010039136
Tampines East Zone '6' RN,103.950733897824,1.35539848104779
Tampines East Zone '7' RN,103.958770015178,1.35530936311846
Tampines Green Meadows RN,103.939593973129,1.35620781466866
Tampines-Changkat Zone '1' RN,103.962266866221,1.35191877092049
Tampines-Changkat Zone '2' RN,103.955225444577,1.35225585000422
Tampines-Changkat Zone '3' RN,103.9474164642,1.34691470899239
MacPherson Zone 'F' RC,103.882860358632,1.32192500974033
MacPherson Residency RC,103.888112907115,1.32989201089642
Bukit Gombak Goodview Garden RC,103.75245246417,1.36486521249991
Bukit Gombak Guilin RC,103.751164498546,1.35551875977521
Bukit Gombak Hillgrove RC,103.754823608273,1.35275159186487
Woodgrove Zone '7' RC,103.782003066679,1.43045950427757
Woodgrove Zone '8' RC,103.785927942288,1.43392831973202
Woodgrove Zone '3' RC,103.793216476276,1.43828220171578
Woodgrove Zone '5' RC,103.790191537598,1.43724908091526
Woodgrove Zone '6' RC,103.793972077253,1.43649097915325
Sriville RC,103.898339984512,1.31718043614121
Ping An Green RC,103.925654812142,1.3283466765075
Yio Chu Kang Zone '7' RC,103.840002271174,1.381561704735
Bukit Batok Zone '11' RC,103.747356801892,1.34369380378574
Tanjong Pagar Plaza RC,103.842741243951,1.27590520126097
Tanjong Pagar Spottiswoode Park RC,103.834878787506,1.27442754089411
The Pinnacle@Duxton RC,103.841274613689,1.27553228139521
Eunos Zone '6' RN,103.908872190511,1.33244991362315
Hwi Yoh Ville RC,103.870584012157,1.36904730442836
Punggol Gems RN,103.90129593037,1.40252317335343
Compassvale Coris RC,103.897031079978,1.3819970277331
Chua Chu Kang Zone '4' RC,103.745841911606,1.3828379356881
Brontosaur Park RC,103.936000880125,1.37594758287424
Coastar RC,103.947376570524,1.37535084483496
Ang Mo Kio-Hougang Zone '8' RC,103.882497242732,1.37670583993849
Ang Mo Kio-Hougang Zone '9' RC,103.87977776993,1.37348306997507
Cheng San Zone 'A' RC,103.853040154765,1.37337446915701
Nee Soon Central Zone '6' RC,103.839312791046,1.41979748227778
Nee Soon Central Zone '7' RC,103.839666794755,1.42307981397327
Yishun Palm Springs RC,103.836398384971,1.43227064427263
Yishun Gardens RC,103.836155458511,1.43331686146396
Yishun Sunshine RC,103.838964722569,1.43498005992555
Yishun Hearts RC,103.83752301078,1.435337473031
Yishun Greenwalk RC,103.843292010844,1.4345059206246
Yishun Jasmine RC,103.845809925192,1.42883924158838
Tampines Ville RC,103.935952394887,1.35173850438617
Sembawang Zone 'B' RN,103.820883633046,1.45360895346077
Ansar RC,103.925001089389,1.32371727806337
Lengkong Tiga RC,103.910697530828,1.32458075687612
Elias View RC,103.942021013316,1.37462984179201
Green Oval Park RC,103.938148547475,1.38076797179957
Hillview @ Elias RC,103.940659594767,1.37757160099851
Pasir Ris Atlantis RC,103.936383542733,1.37755384115138
Pasir Ris Meridian RC,103.934480452297,1.37715361876133
Costa Ris RC,103.947710074125,1.36899452447853
Punggol Coral Tree RN,103.905663785857,1.40440162125556
Punggol Damai RN,103.907861037621,1.40442051719719
Punggol Parc Terraces RN,103.901186083679,1.41090728243885
Punggol Sunrise RN,103.909204129493,1.40528963821515
Punggol Link RN,103.915878608643,1.40279379251274
Punggol Raydew RN,103.918002840058,1.40167255104565
Punggol Coral RC,103.910981498574,1.39378388524043
Punggol Cove RC,103.906569315356,1.39809045829695
Bukit Ho Swee RC,103.833233528805,1.28821319299173
